Title,Author,Published Date,Link,Summary
Autumn 2024's best movies from Joker: Folie à Deux to Gladiator II,Tom Beasley,2024-09-16 13:12:28,https://www.aol.co.uk/entertainment/autumn-2024s-best-movies-joker-131228947.html,"It's true that the phrase ""autumn movies"" doesn't quite have the same impact as ""summer movies"". This time of the year is traditionally when the bombastic spectacle of blockbuster season gives way to more mature material and the onset of awards season.
But that's not to say there aren't some massive films mixed in with the possible awards contenders. Two of the more offbeat superhero franchises in Hollywood —Joker and Venom — have new movies on the way, while British audiences get the return of the world's most delightful bear in Paddington in Peru.
So let's get our calendars out and have a look ahead to the biggest movies you can expect to see in the next few months. There are plenty of stars on show, as well as some hacking and slashing just in time for Halloween. It's enough to make you spit out that pumpkin spiced latte.
Wolfs | 27 September
The combination of Brad Pitt and George Clooney is enough to sell any movie. It's very rare that we get to see these two stars share the screen and this new film from Spider-Man director Jon Watts has a fascinating premise to boot. Clooney and Pitt both play clean-up specialists, brought in to calmly mop up evidence of crimes. They end up reluctantly working together on a job gone awry.
This level of on-screen charisma surely can't fail to be successful. Bizarrely, the film is heading straight to Apple TV Plus outside of the USA, so we'll only be able to see this on in our homes. It's sure to be a winner at the sofaplex though.
Megalopolis | 27 September
Francis Ford Coppola's years-in-the-making passion project arrives in cinemas with a great deal of notoriety. Reports described it as a disaster on-set — Coppola is launching legal action about some of the allegations — and reviews from the Cannes Film Festival were polarised to say the least. But look, this is ultimately an ambitious epic helmed by the man behind The Godfather. That has to be at least a bit exciting.
Adam Driver leads the cast as an architect who clashes with a corrupt mayor over his plans to rebuild the decaying city of New Rome, envisaged as a crumbling dystopia. The cast includes Aubrey Plaza, Nathalie Emmanuel, and Giancarlo Esposito.
Joker: Folie à Deux | 4 October
Is it a musical? Yes. Will anyone involved admit that it's a musical? No. But regardless of genre distinctions, Joaquin Phoenix is back in his Oscar-winning role as Arthur Fleck and he's joined this time by Lady Gaga as a version of Harley Quinn. Like its predecessor, Joker: Folie à Deux promises to give us a very different spin on the ultimate comic book villain.
Just as with Megalopolis, the Joker 2 reviews from the festival circuit suggest that this one could very much go either way. The last one was a billion-dollar hit and an awards favourite. Can lightning strike twice for the Clown Prince of Crime?
The Wild Robot | 18 October
Chris Sanders and Dean DeBlois are responsible for some of the best animated movies of the last few decades, including Lilo & Stitch and the How to Train Your Dragon franchise. Sanders has now turned his attention to an adaptation of Peter Brown's book about an intelligent robot who bonds with animals when it finds itself stranded in nature.
Lupita Nyong'o provides the voice for the robot in what will almost certainly hope to be a movie that matches the emotional heights of Brad Bird's beloved The Iron Giant.
The Apprentice | 18 October
Ali Abbasi's films have always taken on controversial topics, with 2018's Border featuring very graphic troll sex and 2022's Holy Spider based on a real, brutal serial killer. His latest film, though, has proved to be his most controversial for one reason: it's about Donald Trump.
Sebastian Stan plays the former president during the early years of his career in the business world. It took a long time for the film to land a distribution deal given the looming threat of litigation from Trump, but the contracts have now been signed and the movie will soon see the light of day on both sides of the Atlantic.
Smile 2 | 18 October
Smile was a surprising horror hit in 2022, winning audiences with its bleak storytelling and its killer premise about those who witness graphic death being stalked by a demonic smirk. It's no surprise that it's got a sequel, but it's very exciting to see Smile 2 focus on Aladdin star Naomi Scott as a pop star who falls victim to the curse.
This looks like the mainstream horror hit of Halloween 2024, though genre fans with even stronger stomachs will likely enjoy Terrifier 3. The latest addition to the killer clown franchise will come with a Christmassy spin, with a tonne of blood on the baubles.
Venom: The Last Dance | 25 October
It might never have won critical approval, but the Venom franchise has been a success. Its two films to date have grossed a combined $1.36bn (£1.03bn) worldwide and there could be more big money in store with threequel Venom: The Last Dance — a movie being sold as the grand finale.
Tom Hardy and his symbiote pal will leap into action one more time. Venom's alien kin has finally found him and it looks like he's set for a face-off against the villainous Knull — creator of the symbiotes. The trailer has musical sequences and a venomised horse. Yes please!
Heretic | 1 November
It's fitting that Hugh Grant is returning for another villain role, just before Paddington returns to cinemas. Grant's character in Heretic appears to have more dastardly crimes on his mind than Phoenix Buchanan did in Paddington 2, which is bad news for the two Mormon missionaries who knock on his door with the hope of converting him to their religion.
Written and directed by Scott Beck and Bryan Woods, who created A Quiet Place, this is a horror movie from distributors A24, which suggests carnage of the most terrifying kind. Hugh Grant going full-on horror is a heck of a selling point.
Paddington in Peru | 8 November
What is there to say about Paddington? Michael Bond's kindly bear returned to cinemas a decade ago and he has since starred in two utterly charming family movies. Director Paul King wasn't available for this threequel because he was busy making Wonka, but the Brown family are back and off on a journey into Paddington's home — the Peruvian rainforest.
Dougal Wilson is the new face in the director's chair and, based on the trailers we've seen so far, it's the usual combination of comedy and sweet charm. Olivia Colman is also in the cast as a nun, which frankly is all anyone can ask for.
Gladiator II | 15 November
Ridley Scott has returned to the arena to direct a sequel to his Oscar-winning Roman classic. There's no Russell Crowe this time around, but Paul Mescal has become suitably ripped to serve as the successor to Maximus Decimus Meridius. Pedro Pascal and Denzel Washington are also around, lending real gravitas to the ensemble.
This is a Ridley Scott historical epic, which means Gladiator II is going to be as big, bloody, and spectacular as it's possible for a movie to be. It can only be brilliant, surely?
Wicked | 22 November
November is set to be a month for musical spectaculars. The first of them is the introductory half of Jon M Chu's two-part adaptation of one of the world's most popular stage musicals: Wicked. Cynthia Erivo plays Elphaba — not yet known as the Wicked Witch of the West — while Ariana Grande is her frenemy Glinda. It's a tale of magic and madness, which will almost certainly culminate with a blockbuster performance of one of the great Broadway numbers: Defying Gravity.
Setting aside the bonkers decision to cut the story in half, Wicked is set to be a massive event for musical nerds the world over. Erivo is only an Oscar away from completing her EGOT. Could this be the year?
Moana 2 | 29 November
Part two of November's musical duology is a surprising one. Out of nowhere, earlier this year, Disney announced that a sequel to Moana was on the way before the end of 2024. Initially envisioned as a TV show for Disney+, this is now a fully-fledged movie, with Auliʻi Cravalho returning as the title character and Dwayne Johnson back as the shape-shifting deity Maui.
This seafaring sequel follows Moana on a journey into the unknown, calling in Maui for help when she is confronted by a goddess of the underworld. Expect some blockbuster songs and an enormous haul at the box office to match."
‘Beetlejuice Beetlejuice' Tops DEG Digital Transactions Chart for Week of Nov. 3,John Latchem,2024-11-13 07:53:15,https://www.mediaplaynews.com/beetlejuice-beetlejuice-tops-deg-digital-transactions-chart-for-week-of-nov-3,"John Latchem
November 12, 2024
Warner Bros.' Beetlejuice Beetlejuice was No. 1 on the DEG: The Digital Entertainment Group's top 10 digital sales and rentals chart provided by GfK Entertainment for the week ended Nov. 3.
Tim Burton's sequel to his 1988 film Beetlejuice debuted for premium digital purchase and rental on Oct. 8. In the sequel, Michael Keaton returns to his iconic role as Beetlejuice alongside Winona Ryder and Catherine O'Hara, with new cast members Jenna Ortega and Willem Dafoe. It's the fourth week in the top spot for the sequel. Meanwhile, the original film remained No. 9 on the chart.
No. 2 was Marvel Studios' Deadpool & Wolverine . The third 'Deadpool' film, which debuted Oct. 1 for premium digital rental and sale, finds Deadpool (Ryan Reynolds) teaming up with Wolverine (Hugh Jackman) to stop the destruction of his universe.
Subscribe HERE to the FREE Media Play News Daily Newsletter!
No. 3 was Sony Pictures' It Ends With Us , up four spots from the previous week. The romance drama stars Blake Lively as Lily Bloom, who is grappling with a painful past. Lily embarks on a new life in Boston and pursues her dream of opening her own flower shop. A chance meeting with charming neurosurgeon Ryle Kincaid (Justin Baldoni, who also directs) sparks an intense connection, but as the two fall deeply in love, Lily begins to see sides of Ryle that remind her of her dangerous father.
No. 4 was Universal's The Wild Robot . The DreamWorks Animation feature adapts Peter Brown's No. 1 New York Times best-seller about a robot that is shipwrecked on an uninhabited island and must adapt to the harsh surroundings. It was released digitally Oct. 15.
Follow us on Instagram
GfK Entertainment's Top 10 Transactional Digital Titles for the week ended Nov. 3: Beetlejuice Beetlejuice (Warner) Deadpool & Wolverine (Marvel/Disney) It Ends With Us (Sony Pictures) The Wild Robot (Universal) Blink Twice (MGM) Joker: Folie à Deux (Warner) Twisters (Universal) Transformers One (Paramount) Beetlejuice (Warner) Venom: Let There Be Carnage (Sony Pictures)"
'Joker: Folie à Deux' Falls Short of ‘The Marvels' in Disastrous Domestic Box Office Debut,Rahul Malhotra,2024-10-06 15:59:47,https://collider.com/joker-2-domestic-box-office-40-million,"This article covers a developing story. Continue to check back with us as we will be adding more information as it becomes available.
The toxic word of mouth surrounding Joker: Folie à Deux has poisoned the film's box office prospects. The costly musical sequel to 2019's blockbuster hit spiraled out of control after a soft opening day haul, and is now estimated to have grossed under $40 million domestically in its first three days of release. This is around a third of what the first Joker made in its opening weekend in pre-pandemic 2019, and lower than the opening weekend hauls of some of the worst box office bombs in recent years. Directed by Todd Phillips, Joker: Folie à Deux features a returning Joaquin Phoenix in the titular role, alongside Lady Gaga as Harley Quinn.
The movie made just $40 million in its opening weekend, which is slightly higher Morbius, but below The Marvels, and The Flash — three notorious recent comic book-based flops. However, the musical blockbuster A Star Is Born — also featuring Gaga — opened to $42 million domestically and eventually grossed over $400 million worldwide. By comparison, the first Joker made nearly $100 million in its opening weekend — a number that Joker: Folie à Deux is unlikely to hit in its lifetime run. Having opened to mixed reviews and a surprise Golden Lion win at the Venice Film Festival, the first Joker went on to gross $335 million domestically and over $1 billion worldwide. It also won Phoenix a Best Actor Oscar, and did it all against a reported budget of around $70 million.
Joker: Folie à Deux reportedly cost nearly $200 million to produce, and like its predecessor, played in competition at Venice as well. But reviews have been far more negative this time around, with the movie currently holding a 'rotten' 33% approval rating on the aggregator website Rotten Tomatoes. It's the audience, however, that has truly turned on the movie; they awarded it a terrible 31% rating on RT, and an unprecedented D CinemaScore. This is the worst-ever CinemaScore for a comic book property, and lower than the grades that even divisive recent films such as Megalopolis and Babylon scored on the platform. Warner Bros. has already had a big-budget bomb this year in Furiosa: A Mad Max Saga, and it would seem like Joker: Folie à Deux is headed for similar results.
Slipping to second place after topping the box office in its opening weekend, DreamWorks' The Wild Robot grossed just under $20 million in its sophomore frame. The universally acclaimed animated film is about to pass the $65 million mark domestically. Produced on a reported budget of $80 million, The Wild Robot 's near-perfect 98% approval rating on RT is coming into play, especially with Joker: Folie à Deux failing to attract crowds. At number three, W.B.'s holdover hit Beetlejuice Beetlejuice added a little more than $10 million in its fifth weekend, as it passed the $265 million milestone domestically. It's the only silver lining for the studio this weekend.
The fourth spot went to Paramount's underwhelming Transformers One, which still hasn't cracked the $50 million mark after two full weeks of release. Like The Wild Robot, the film opened to excellent reviews, but simply wasn't able to pull in the crowds. Transformers One grossed just over $5 million this weekend; expect it to find an audience when it lands on digital streaming platforms. The top five was rounded out by Universal's sneakily resilient horror film Speak No Evil. Although the remake hasn't exactly set the box office on fire, it's still pulling in crowds despite having been released on PVOD platforms. Speak No Evil has now generated over $32 million domestically, which is over twice its reported production budget. Stay tuned to Collider for more updates."
"'Terrifier 3' Slashes 'Joker' to Take No. 1 at the Box Office, Trump Film the Apprentice Fizzles",Associated Press,2024-10-14 22:02:43,https://gvwire.com/2024/10/14/terrifier-3-slashes-joker-to-take-no-1-at-the-box-office-trump-film-the-apprentice-fizzles,"Getting your Trinity Audio player ready...
NEW YORK — The choices on the movie marquee this weekend included Joaquin Phoenix as the Joker, a film about Donald Trump, a 'Saturday Night Live' origin story and even Pharrell Williams as a Lego. In the end, all were trounced by an ax-wielding clown.
Related Story: What to Stream: Jelly Roll, 'Beetlejuice Beetlejuice,' Cate ... Terrifier 3 Tops Box Office with $18.3 Million
'Terrifier 3,' a gory, low-budget slasher from the small distributor Cineverse, topped the weekend box office with $18.3 million, according to estimates Sunday. The film, a sequel to 2022's 'Terrifier 2' ($15 million worldwide in ticket sales), brings back the murderous Art the Clown (David Howard Thornton) and lets him loose, under the guise of Santa, at a Christmas party.
That 'Terrifier 3' could notably overperform expectations and leapfrog both major studios and awards hopefuls was only possible due to the disaster of 'Joker: Folie à Deux.' After Todd Phillips' 'Joker' sequel, starring Phoenix and Lady Gaga, got off to a much-diminished start last weekend (and a 'D' CinemaScore from audiences), the Warner Bros. release fell a staggering 81% in its second weekend, bringing in just $7.1 million.
Related Story: Megalopolis Flops, the Wild Robot Soars at Box Office Joker Sequel Faces Box Office Disaster
For a superhero film, such a drop has little precedent. Disappointments like 'The Marvels,' 'The Flash' and 'Shazam Fury of the Gods' all managed better second weekends. Such a mass rejection by audiences and critics is particularly unusually for a follow-up to a massive hit like 2019's 'Joker.' That film, also from Phillips and Phoenix, grossed more than $1 billion worldwide against a $60 million budget.
The sequel was pricier, costing about $200 million to make. That means 'Joker: Folie à Deux' is headed for certain box-office disaster. Globally, it's collected $165.3 million in ticket sales.
'This is an outlier of a weekend if ever there was one,' said Paul Dergarabedian, senior media analyst for Comscore. 'If you had asked anyone a month ago or even a week ago: Would 'Terrifier 3′ be the number one movie amongst all these major-studio films and awards contenders? To have a movie like this come along just shows you that the audience is the ultimate arbiter of what wins at the box office.'
The 'Joker' slide allowed 'The Wild Robot,' the acclaimed Universal Pictures and DreamWorks animated movie, to take second place in its third weekend with $13.4 million. Strong reviews for Chris Sanders' adaptation of Peter Brown's book have led the movie, with Lupita Nyong'o voicing the robot protagonist, to $83.7 million domestically and $148 million worldwide.
Related Story: C'mon Get Happy, Joker Is Back (This Time With Lady Gaga) Trump Film The Apprentice Struggles at Box Office
The young Donald Trump film 'The Apprentice,' distributed by Briarcliff Entertainment in 1,740 theaters, opened in a distant 10th place, managing a paltry $1.6 million in ticket sales. While expectations weren't much higher, audiences still showed little enthusiasm for an election-year origin story of the Republican nominee.
If headlines translated to ticket sales, Ali Abbasi's film might have done better. 'The Apprentice,' starring Sebastian Stan as Trump under the mentorship of Roy Cohn (Jeremy Strong), has been making news since its debut at the Cannes Film Festival, up to its last-minute release just weeks before the election. The Trump campaign has called the movie 'election interference by Hollywood elites.'
Abbasi's film, set in the 1970s and 1980s, tested moviegoer's appetite for a political film in an election year. Major studios and specialty labels passed on acquiring it in part because of the question of whether a movie about Trump would turn off both liberal and conservative moviegoers, alike. 'The Apprentice' will depend on continued awards conversation for Strong and Stan to make a significant mark in theaters before voters turn out at the polls. Other Notable Releases Struggle to Find Audiences
Jason Reitman's 'Saturday Night' failed to ignite its nationwide expansion. The film, with an ensemble cast led by Gabriel LaBelle's Lorne Michaels, collected $3.4 million from 2,288 locations. The Sony Pictures release, about the backstage drama as the NBC sketch comedy show is about to air for the first time in 1975, will likely need to make more of an impact with audiences to carry it through awards season.
'Piece by Piece,' a Pharrell Williams documentary-biopic hybrid animated in Lego form, had also been hoping to click better with moviegoers. The acclaimed Focus Features release, directed by veteran documentarian Morgan Neville ('20 Feet From Stardom,' 'Won't You Be My Neighbor?'), opened with $3.8 million from 1,865 theaters.
But the debut for 'Piece By Piece,' while low for a Lego animated movie, was very high for a documentary. 'Piece By Piece,' which had the weekend's best CinemaScore, an 'A' from audiences, could play well for weeks to come. The film, which was modestly budgeted at $16 million, is also likely to end up the year's highest grossing doc — if 'Piece by Piece' can be called that.
'We Live in Time,' the weepy drama starring Florence Pugh and Andrew Garfield, had one of the year's best per-theater averages in its five-screen opening. The A24 release, which will expand nationwide next weekend, debuted with $255,911 and a $51,000 per-screen average.
Outside of the success of Warner Bros.' 'Beetlejuice Beetlejuice' (which pulled in $7.1 million in its six weekends of release despite recently launching on video-on-demand), Hollywood's fall has struggled to get going. Low-budget horror, like 'Terrifier 3,' continues to be one good bet in theaters, but this autumn has been mostly characterized by bombs like 'Joker: Folie à Deux' and 'Megalopolis.'
This time last year, Taylor Swift was giving the box office a massive lift with 'The Eras Tour.' This weekend compared with the same time last year was down 45% according to Comscore.
Estimated ticket sales for Friday through Sunday at U.S. and Canadian theaters, according to Comscore. Final domestic figures will be released Monday. 'Terrifier 3,' $18.3 million. 'The Wild Robot,' $13.5 million. 'Joker: Folie à Deux,' $7.1 million. 'Beetlejuice Beetlejuice,' $7.1 million. 'Piece by Piece,' $3.8 million. 'Transformers One,' $3.7 million. 'Saturday Night,' $3.4 million. 'My Hero Academia: You're Next,' $3 million. 'Nightmare Before Christmas,' $2.3 million. 'The Apprentice,' $1.6 million."
Venom: The Last Dance waltzes into number one at the weekend box office,,2024-10-28 13:31:25,https://www.avclub.com/venom-the-last-dance-weekend-box-office,"If there's one prevailing lesson Hollywood should take from the 2024 box office, it's that song and dance-adjacent superhero spinoffs aren't working. Joker: Folie À Deux flopped spectacularly for Warner Bros. (it's already out of the top 10 this week) and now Venom: The Last Dance is taking a similar swan dive for Sony.
The Tom Hardy-led threequel may have opened at the top of the box office this weekend, but Sony executives probably aren't doing a happy dance over its $51 million haul. The Last Dance clocked the lowest opening weekend of any of the Venom films, with the original 2018 outing bringing in $80 million and 2021 sequel Venom: Let There Be Carnage bringing in $90 million. Still, it's not all doom and gloom for the symbiote on his last ride. He seemed to find a bit more purchase overseas, with the film adding an additional $124 million to its total internationally. With an approximately $120 million budget, according to Deadline , this one is bound to turn a profit eventually—even if it's not as high as its hosts may have hoped.
It was a pretty light movie-going weekend otherwise. A rare three films made it into the top 10 with mere six-figure returns: Anora , Piece By Piece , and Transformers One . That's still great news for the Mikey Madison-led sex worker Cinderella story, which made $867,142 from only 34 theaters. The news is not nearly as good for Piece By Piece and Transformers One , which fell by 64.8% and 63.8%, respectively, from last weekend. Perhaps people were too distracted by their film-themed Halloween costumes to actually go see one; we'll see if the numbers pick back up next weekend.
The full top 10, courtesy of Box Office Mojo , is below: Venom: The Last Dance , $51,000,000 Smile 2 , $9,400,000 The Wild Robot , $6,500,000 Conclave , $6,500,000 We Live In Time , $4,848,132 Terrifier 3 , $4,770,505 Beetlejuice Beetlejuice , $3,231,000 Anora , $867,142 Piece By Piece , $721,000 Transformers One , $720,000"
"""Red One"" Tops Weekend Box Office With $34.1 Million",Lindsey Bahr,2024-11-17 17:18:00,https://www.shootonline.com/article/red-one-tops-weekend-box-office-with-34-1-million,"By Lindsey Bahr, Film Writer
LOS ANGELES (AP) --
Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least what 'Red One' was offering. The big budget, star-driven action comedy with Dwayne Johnson and Chris Evans sold $34.1 million in tickets in its first weekend in theaters, according to studio estimates Sunday. It easily topped a box office populated mostly by holdovers.
For traditional studios, a $34.1 million debut against a $200 million+ production budget would be a clear indication of a flop. Some even peg the budget closer to $250 million. But 'Red One' is an Amazon MGM Studios release and they have the luxury of playing the long game, accounting not only for global box office where Johnson tentpoles often overperform, but its life on Prime Video for years to come.
'Red One,' in which Johnson plays Santa's bodyguard, was also originally built to go straight-to-streaming. There's a narrative that the theatrical earnings are not only just a bonus, but that it's an additive gesture towards struggling theaters looking for a consistent stream of new films. The first major studio holiday release since 2018, 'Red One' opened on 4,032 screens, including IMAX and other large formats, on an otherwise quiet weekend for major releases.
Warner Bros. is handling the overseas release, where it has made an estimated $50 million in two weekends from 75 territories and 14,783 screens.
Still, it's certainly not a theatrical hit in North America. Even 'Joker: Folie à Deux' made slightly more in its first weekend. 'Red One,' directed by Jake Kasdan and produced by Johnson's Seven Bucks, was roundly rejected by critics, with a dismal 33% Rotten Tomatoes score. Jake Coyle, in his review for The Associated Press, wrote that it 'feels like an unwanted high-priced Christmas present.' But audiences were kinder to 'Red One' then they were to 'Joker 2,' giving it an A- CinemaScore, suggesting, perhaps, that the idea of it being a perennial holiday favorite is not so off-base.
Sony's 'Venom: The Last Dance' added $7.4 million this weekend to take second place, bringing its domestic total to $127.6 million. Globally, its total stands at $436.1 million.
Lionsgate's 'The Best Christmas Pageant Ever' landed in third with $5.4 million. That much more modestly budgeted Christmas movie has already nearly doubled its $10 million production budget in two weeks. Fourth place went to A24's Hugh Grant horror 'Heretic,' with $5.2 million, bumping its total grosses to $20.4 million.
Universal and DreamWorks Animation's 'The Wild Robot' rounded out the top five in its eighth weekend in theaters with an additional $4.3 million. The animated film surpassed $300 million worldwide this weekend.
This weekend is a bit of a stopover before the Thanksgiving tentpoles arrive. Next week, 'Wicked' and 'Gladiator II' face off in theaters with 'Moana 2', which also stars Johnson, sailing in the Wednesday before the holiday.
'Gladiator II' also got a bit of a head start internationally, where it opened in 63 markets this weekend to gross $87 million. That's a record for filmmaker Ridley Scott and for an R-rated international release from Paramount. It opens in the U.S. and Canada on Nov. 22.
Estimated ticket sales for Friday through Sunday at U.S. and Canadian theaters, according to Comscore. Final domestic figures will be released Monday.
1. 'Red One,' $34.1 million. 2. 'Venom: The Last Dance,' $7.4 million. 3. 'The Best Christmas Pageant Ever,' $5.4 million. 4. 'Heretic,' $5.2 million. 5. 'The Wild Robot,' $4.3 million. 6. 'Smile 2,' $3 million. 7. 'Conclave,' $2.9 million. 8. 'Hello, Love, Again,' $2.3 million. 9. 'A Real Pain,' $2.3 million.
10. 'Anora,' $1.8 million."
'Megalopolis' flops at the box office as 'The Wild Robot' takes top spot,news.google.com,2024-09-30 00:03:52,https://upstract.com/x/a01d40e7d9a96809,"'Megalopolis' flops at the box office as 'The Wild Robot' takes top spot New York Post Box Office: 'Megalopolis' Bombs With D+ CinemaScore, 'Wild Robot' Soars to No. 1 Hollywood Reporter'The Wild Robot' review: A powerful, visually stunning triumph The Associated PressElection Day is…"
"Yikes, ‘Joker: Folie à Deux' Earns 'D"" CinemaScore; Expecting $38M-$40M Weekend",Jordan Ruimy,2024-10-05 00:00:00,https://www.worldofreel.com/blog/2024/10/5/yikes-joker-folie-deux-earns-d-cinemascore-expecting-38m-40m-weekend,"Toxic world of mouth continues for 'Joker: Folie à Deux,' which has just earned a very rare 'D' CinemaScore grade. Last week, Francis Ford Coppola's 'Megalopolis' got a 'D+' from audiences.
Moviegoers are hating hard on 'Folie à Deux'; it received 1/2 star from PostTrak, has a 37% RT user rating and a score of 5.4/10 on IMDb. Warner Bros must be scratching their heads as to how they could have possibly greenlit such a misguided project. It's also now at a paltry 33% on Rotten Tomatoes with critics.
Things gets worse for 'Folie à Deux,' which only earned $12M on Friday. The latest projections now have it opening anywhere between $38M-$40M, which is absolutely abysmal for the $190M costing film. Days before its September debut at Venice, it was tracking at $120M+ opening.
Now it's your turn. What did you think of 'Folie à Deux'? Do you disagree with all of the venomous rhetoric being thrown against it? I found it ambitious, bewildering and ultimately disappointing. This is Todd Phillips' middle finger to all of the people who loved the original, and it's completely backfired."
"Box Office: 'Megalopolis' flops, 'Wild Robot' soars to 1",,2024-09-30 14:18:00,https://headtopics.com/us/box-office-megalopolis-flops-wild-robot-soars-to-1-59692036,"This image released by Universal Pictures shows Roz, voiced by Lupita N'yongo, left, and Brightbill, voiced by Kit Connor, in a scene from DreamWorks Animation's 'Wild Robot.' Aubrey Plaza, from left, Francis Ford Coppola , and Nathalie Emmanuel attend the premiere of 'Megalopolis' on Monday, Sept. 23, 2024, at AMC Lincoln Square in New York .
Family movies, led by the year's biggest hit in 'Inside Out 2,' have particularly powered the box office this year. David A. Gross, a film consultant who publishes a newsletter for Franchise Entertainment, said the genre should reach $6 billion worldwide in 2024 — which, he noted, 'is back to pre-pandemic levels.'As theaters struggle, many independent cinemas in Los Angeles are finding their audience, was never expected to perform close to that level.
Studios passed on 'Megalopolis' after Cannes. Lionsgate ultimately stepped forward to distribute it, for a fee. Coppola also picked up the tab for most of its $15 million in marketing costs. The film, which stars Adam Driver, Nathalie Emmanuel and Aubrey Plaza, also played in about 200 IMAX locations, which accounted for $1.8 million of its ticket sales.slid to second place with $16 million in its fourth weekend of release. The Warner Bros.
Francis Ford Coppola General News CA State Wire Trending News N Entertainment E New York A Chris Sanders U.S. News U.S. News
We have summarized this news so that you can read it quickly. If you are interested in the news, you can read the full text here. Read more:
AP
/ 🏆 728. in US
United States Latest News, United States Headlines
Similar News:You can also read news stories similar to this one that we have collected from other news sources.
'Megalopolis' flops, 'The Wild Robot' soars at box officeFrancis Ford Coppola's decades-in-the-making, self-financed epic 'Megalopolis' flopped with moviegoers, while the acclaimed DreamWorks Animation family film 'The Wild Robot' soared to No. 1 at the weekend box office.
Source: wjxt4 - 🏆 246. / 63 Read more »
'Megalopolis' flops, 'The Wild Robot' soars at box officeFrancis Ford Coppola's decades-in-the-making, self-financed epic 'Megalopolis' flopped with moviegoers, while the acclaimed DreamWorks Animation family film 'The Wild Robot' soared to No. 1 at the weekend box office.
Source: KPRC2 - 🏆 80. / 68 Read more »
'Megalopolis' flops, 'The Wild Robot' soars at box officeDreamWorks Animation's 'Wild Robot' soared to No. 1 at the weekend box office.
Source: ABC - 🏆 471. / 51 Read more »
Beetlejuice Beetlejuice handily wins the box office box officeBeetlejuice Beetlejuice had a scary good opening weekend with $110 million. Deadpool & Wolverine and Reagan round out the top three.
Source: TheAVClub - 🏆 340. / 59 Read more »
International Box OfficeInternational Box Office breaking news and the latest updates about International Box Office at Deadline Hollywood.
Source: DEADLINE - 🏆 109. / 63 Read more »
Specialty Box OfficeSpecialty Box Office breaking news and the latest updates about Specialty Box Office at Deadline Hollywood.
Source: DEADLINE - 🏆 109. / 63 Read more »"
"‘Megalopolis' flops, ‘Wild Robot' soars at box office",news.google.com,2024-09-29 18:05:18,https://upstract.com/x/c06ba54cad107662,"'Megalopolis' flops, 'Wild Robot' soars at box office The Associated PressWeekend Box Office: THE WILD ROBOT Rockets to No. 1, MEGALOPOLIS Falls on Debut Boxoffice ProElection Day is in your control in the shocking Campaign Trail game Polygon'The Wild Robot' Review: Wonder and Whimsy…"
"Box Office: ‘Megalopolis' Crumbles With $4 Million, ‘The Wild Robot' Lands at No. 1 With $35 Million",news.google.com,2024-09-29 15:51:35,https://upstract.com/x/1b36ba5474b1ae17,"Box Office: 'Megalopolis' Crumbles With $4 Million, 'The Wild Robot' Lands at No. 1 With $35 Million VarietyBox Office: 'Megalopolis' Bombs With D+ CinemaScore, 'Wild Robot' Soars to No. 1 Hollywood Reporter'The Wild Robot' Review: Wonder and Whimsy That Does Compute The New York…"
Francis Ford Coppola's 'Megalopolis' flops at the box office as 'The Wild Robot' takes top spot,Associated Press,2024-09-30 01:08:20,https://news.knowledia.com/all/all/articles/francis-ford-coppola-s-megalopolis-flops-at-the-box-office-as-the-wild-ab67cf32969a10f2a94805b986bd813418db7955,"NEW YORK — Francis Ford Coppola's decades-in-the-making, self-financed epic ""Megalopolis"" flopped with moviegoers, while the acclaimed DreamWorks Animation family film ""The Wild Robot"" soared to No. 1 at the weekend box office.
""The Wild Robot,"" Chris Sanders' adaptation of Peter Brown's bestseller, outperformed expectations to launch with $35 million in ticket sales in U.S. and Canada theaters, according to studio estimates Sunday.
""Wild Robot"" was poised to do well after critics raved about the story of a shipwrecked robot who raises an orphan gosling. Audiences agreed, giving the film an A CinemaScore.
3 ""The WIld Robot"" took the top spot in the weekend's box office. DreamWorks Animation/Universal Pictures via AP
""Wild Robot"" is likely set up a long and lucrative run for the Universal Pictures release.
Paul Dergarabedian, senior media analyst for Comscore, predicts ""The Wild Robot"" ""may take a page from the 'Elemental' playbook by opening to respectable box office and then looking toward long-term playability.""
Pixar's ""Elemental,"" which like ""The Wild Robot"" wasn't a sequel, debuted with a modest $30 million but went on to gross nearly $500 million worldwide.
Family movies, led by the year's biggest hit in ""Inside Out 2,"" have particularly powered the box office this year. David A. Gross, a film consultant who publishes a newsletter for Franchise Entertainment, said the genre should reach $6 billion worldwide in 2024 — which, he noted, ""is back to pre-pandemic…"
